user_id,case_id,answer_rate
60714,2825,69.18
60714,2847,76.79
60714,2803,74.75
60714,2846,100
60714,2802,68.58
60714,2747,100
60714,2385,64.72
60714,2340,55.26
60714,2812,100
60714,2339,0
60714,2811,61.95
60714,2833,69.31
60714,2799,56.42
60714,2810,54.16
60714,2798,49.19
60714,2433,51.53
60714,2795,54.41
60714,2794,57.81
60714,2818,64.05
60714,2839,71.18
60714,2817,58.17
60714,2718,55.96
60714,2816,69.28
60714,2814,58
60714,2813,56.3
60714,2290,64.48
60714,2210,51.71
60714,2231,54.28
60714,2472,60.88
60714,2593,53.76
60714,2546,59.55
60714,2689,55.34
60714,2688,54.05
60714,2687,57.12
60714,2685,0
60714,2208,59.46
60714,2441,100
60714,2287,58.04
60714,2440,100
60714,2682,66.02
60714,2681,62.78
60714,2680,65.27
60714,2481,100
60714,2480,63.03
60714,2281,62.77
60714,2679,59.51
60714,2479,61.21
60714,2677,66.17
60714,2478,71.41
60714,2676,63.64
60714,2675,81.86
60714,2477,61.31
60714,2176,63.51
60714,2944,60.26
60714,2964,100
60714,2941,58.43
60714,2951,40.08
60714,2950,52.24
60714,2960,53.64
60714,2908,72.91
60714,2939,50.21
60714,2938,100
60714,2949,73.54
60714,2937,74.29
60714,2959,69.77
60714,2935,62.4
60714,2912,64.3
60714,2242,64.17
60714,2163,73.15
60714,2162,0
60714,2229,60.95
60714,2228,53.58
60714,2216,58.38
60714,2325,57.91
60714,2248,0
60714,2214,66.03
60714,2335,56.36
60714,2224,56.97
60714,2334,58.59
60714,2222,40.72
60714,2641,68.46
60714,2606,75.3
60714,2526,100
60714,2504,72.44
60714,2456,70.31
60714,2522,56.67
60714,2489,61.52
60714,2500,55.65
60714,2488,67.22
60714,2520,44.07
60714,2399,0
60714,2387,72.1
60714,2496,58.03
60714,2297,64.62
60714,2494,69.82
60716,2791,61.75
60716,2790,58
60716,2603,64.71
60716,2789,87.44
60716,2800,63.37
60716,2822,66.01
60716,2701,0
60716,2821,58.04
60716,2820,66.96
60716,2368,64.61
60716,2345,79.46
60716,2365,77.19
60716,2809,60.08
60716,2808,57.47
60716,2829,63.62
60716,2807,0
60716,2806,76.5
60716,2828,58.38
60716,2827,57.38
60716,2805,63.04
60716,2804,70.01
60716,2826,84.16
60716,2825,65.53
60716,2847,70.08
60716,2803,63.13
60716,2846,74.68
60716,2802,79.37
60716,2747,42.85
60716,2385,0
60716,2340,58.18
60716,2812,67.7
60716,2339,0
60716,2811,60.36
60716,2833,65.97
60716,2799,58.14
60716,2810,70.81
60716,2798,68.38
60716,2433,64.31
60716,2795,53.79
60716,2794,58.22
60716,2818,65.54
60716,2839,71.18
60716,2817,64.04
60716,2718,70.34
60716,2816,64.71
60716,2814,84.28
60716,2813,75.76
60716,2290,57.7
60716,2210,73.19
60716,2231,54.87
60716,2472,69.58
60716,2593,69.49
60716,2546,71.37
60716,2689,63.85
60716,2688,58.2
60716,2687,42.7
60716,2686,72.08
60716,2685,0
60716,2684,48.59
60716,2208,80.58
60716,2441,100
60716,2683,76.13
60716,2287,72.2
60716,2440,71.77
60716,2682,79.63
60716,2681,60.36
60716,2680,0
60716,2481,60.33
60716,2480,60
60716,2281,65.07
60716,2679,56.17
60716,2479,60.4
60716,2677,62.2
60716,2478,66.77
60716,2676,0
60716,2477,62.84
60716,2675,65.34
60716,2176,62.06
60716,2944,76.54
60716,2964,45.93
60716,2941,66.23
60716,2951,72.35
60716,2962,49.51
60716,2940,83.27
60716,2950,75.08
60716,2960,73.77
60716,2908,85.29
60716,2939,63.74
60716,2938,100
60716,2949,100
60716,2937,72.82
60716,2959,86.84
60716,2935,64.57
60716,2912,70.42
60716,2251,0
60716,2328,59.86
60716,2229,61.74
60716,2327,66.12
60716,2228,63.74
60716,2249,56.11
60716,2325,49.39
60716,2248,0
60716,2225,0
60716,2247,0
60716,2323,64.71
60716,2224,73.88
60716,2246,0
60716,2244,55.66
60716,2222,0
60716,2243,69.28
60716,2320,64.71
60716,2166,72.2
60716,2242,68.29
60716,2241,87.42
60716,2163,68.73
60716,2162,0
60716,2317,94.9
60716,2217,54.1
60716,2216,43.27
60716,2238,59.51
60716,2335,59.4
60716,2214,67.66
60716,2334,70.07
60716,2333,62.31
60716,2376,100
60716,2277,83.11
60716,2319,54.13
60716,2221,54.75
60716,2254,0
60716,2232,48.79
60716,2265,54.97
60716,2165,76.74
60716,2264,0
60716,2175,0
60716,2337,0
60716,2303,73.81
60716,2213,67.56
60716,2234,0
60716,2233,67.87
60716,2309,0
60716,2692,76.42
60716,2702,71.71
60716,2635,74.29
60716,2634,86.24
60716,2513,74.04
60716,2645,54.17
60716,2644,83.86
60716,2643,56.09
60716,2566,66.33
60716,2576,53.44
60716,2642,0
60716,2565,62.91
60716,2630,54.11
60716,2575,62.78
60716,2641,72.14
60716,2773,54.86
60716,2563,52.38
60716,2606,80.65
60716,2639,64.71
60716,2637,100
60716,2526,0
60716,2504,64.77
60716,2522,73.04
60716,2500,60.16
60716,2456,72.69
60716,2489,62.88
60716,2488,73.23
60716,2520,61.28
60716,2399,0
60716,2387,75.73
60716,2496,54.24
60716,2551,65.57
60716,2297,58.67
60716,2550,65.57
60716,2572,66
60716,2494,69.82
60716,2351,49.79
60716,2493,86.95
60716,2503,72.86
60716,2349,61.35
60716,2447,88.25
60716,2502,63.28
60716,2369,57.6
60716,2501,60.91
60716,2508,71.68
60716,2437,68.6
60716,2512,50.01
60716,2556,61.03
60716,2314,0
60716,2511,67.12
60716,2555,61.99
60716,2313,0
60716,2499,64.6
60716,2554,48.43
60716,2455,42.69
60716,2597,44.66
60716,2553,61.98
60716,2552,64.01
60716,2310,0
60716,2318,0
60720,2791,63.43
60720,2790,58.1
60720,2603,70.08
60720,2789,58.43
60720,2800,62.62
60720,2822,48.71
60720,2701,48.29
60720,2821,53.19
60720,2820,63.02
60720,2368,61.93
60720,2345,55.54
60720,2365,55.57
60720,2809,62.6
60720,2808,59.88
60720,2829,64.87
60720,2807,55.81
60720,2806,58.36
60720,2828,63.8
60720,2827,73.05
60720,2805,61.89
60720,2804,73.74
60720,2826,65.21
60720,2825,61
60720,2847,65.98
60720,2803,61.6
60720,2846,57
60720,2802,63.39
60720,2385,66.07
60720,2340,43.03
60720,2812,64.98
60720,2339,0
60720,2811,58.32
60720,2833,65.48
60720,2799,57.9
60720,2810,56.93
60720,2798,56.57
60720,2433,59.69
60720,2795,50.65
60720,2794,64.37
60720,2818,64.1
60720,2839,67.45
60720,2817,63.35
60720,2718,65.94
60720,2816,72.96
60720,2814,66.92
60720,2813,43.81
60720,2290,64.81
60720,2231,55.63
60720,2472,56.87
60720,2593,65.27
60720,2546,65.05
60720,2689,78.02
60720,2688,58.84
60720,2687,54.52
60720,2686,41.62
60720,2685,0
60720,2684,57.18
60720,2208,59.08
60720,2441,100
60720,2287,61.39
60720,2683,65.67
60720,2440,100
60720,2682,52.61
60720,2681,62.78
60720,2680,62.19
60720,2481,66.69
60720,2480,63.88
60720,2281,62.26
60720,2679,61.15
60720,2479,64.01
60720,2677,67.69
60720,2478,69.83
60720,2676,60.91
60720,2477,54.61
60720,2675,58.99
60720,2944,60.61
60720,2941,63.53
60720,2951,43.59
60720,2950,50.49
60720,2908,60.35
60720,2176,62.66
60720,2938,74.29
60720,2949,81.31
60720,2937,72.82
60720,2959,70.77
60720,2935,56.88
60720,2912,83.25
60720,2251,56.75
60720,2328,47.58
60720,2229,62.99
60720,2327,64.57
60720,2228,57.86
60720,2249,57.87
60720,2325,52.99
60720,2248,0
60720,2247,44.48
60720,2225,0
60720,2323,72.96
60720,2224,66.63
60720,2246,0
60720,2244,53.12
60720,2222,38.76
60720,2243,66.89
60720,2166,56.68
60720,2320,72.96
60720,2242,56.6
60720,2241,62.84
60720,2163,56.98
60720,2162,0
60720,2317,65.82
60720,2217,53.07
60720,2238,56.71
60720,2216,59.33
60720,2335,59.32
60720,2214,45.76
60720,2334,57.8
60720,2333,58.54
60720,2376,76.15
60720,2277,0
60720,2319,51.78
60720,2337,62.89
60720,2303,0
60720,2233,48.99
60720,2221,53.67
60720,2165,50.46
60720,2309,0
60720,2692,54.02
60720,2702,50.81
60720,2635,49.52
60720,2634,58.89
60720,2513,72.91
60720,2645,58.21
60720,2644,56.23
60720,2643,58.72
60720,2566,54.12
60720,2576,45.54
60720,2565,37.43
60720,2642,0
60720,2641,60.03
60720,2575,80.29
60720,2630,48.94
60720,2773,46
60720,2563,60.87
60720,2606,70.19
60720,2639,72.96
60720,2637,63.43
60720,2526,52.4
60720,2504,63.76
60720,2522,100
60720,2456,68.91
60720,2489,64.25
60720,2500,50.56
60720,2488,64.59
60720,2520,61.29
60720,2399,0
60720,2387,59.68
60720,2496,48.96
60720,2551,57.35
60720,2297,53.02
60720,2550,57.35
60720,2572,55.8
60720,2494,69.82
60720,2493,59.92
60720,2503,40.81
60720,2447,63.04
60720,2502,64.61
60720,2369,64.84
60720,2501,61.19
60720,2508,0
60720,2437,50.14
60720,2512,54.29
60720,2556,53.32
60720,2511,54.12
60720,2555,65.85
60720,2313,0
60720,2499,51.72
60720,2554,45.7
60720,2455,0
60720,2553,0
60720,2597,0
60720,2552,59.97
60720,2318,0
60722,2791,61.3
60722,2790,59.29
60722,2603,63.42
60722,2789,62.45
60722,2800,62.36
60722,2822,50.64
60722,2701,37.2
60722,2821,58.59
60722,2820,63.96
60722,2368,53.71
60722,2345,56.97
60722,2365,60.53
60722,2809,55.6
60722,2808,58.45
60722,2829,64.42
60722,2807,51.65
60722,2806,61.32
60722,2828,63.91
60722,2827,67.06
60722,2805,60.97
60722,2804,69.09
60722,2826,64.89
60722,2825,64.3
60722,2847,65.98
60722,2803,68.32
60722,2846,69.45
60722,2802,60.87
60722,2385,59.06
60722,2340,51.22
60722,2812,61.42
60722,2339,0
60722,2811,60.06
60722,2833,65.48
60722,2799,59.89
60722,2810,52.09
60722,2798,56.33
60722,2433,55.95
60722,2795,56.41
60722,2794,58.61
60722,2818,64.1
60722,2839,74.04
60722,2817,70.31
60722,2718,49.21
60722,2816,63.26
60722,2814,72
60722,2813,0
60722,2290,61.46
60722,2210,54.9
60722,2231,52.08
60722,2472,62.52
60722,2593,51.47
60722,2546,65.05
60722,2689,48.89
60722,2688,53.25
60722,2687,59.67
60722,2686,49.48
60722,2685,0
60722,2684,57.17
60722,2208,60.07
60722,2441,100
60722,2683,56.62
60722,2287,61.14
60722,2440,100
60722,2682,58.4
60722,2681,62.78
60722,2680,59.29
60722,2481,70.42
60722,2480,63
60722,2281,63.25
60722,2679,62.52
60722,2479,64.55
60722,2677,66.45
60722,2478,65.81
60722,2676,66.1
60722,2477,62.66
60722,2675,79.74
60722,2176,64.87
60722,2944,55.18
60722,2964,48.27
60722,2941,58.05
60722,2951,54.53
60722,2962,55.69
60722,2950,62.98
60722,2960,51.77
60722,2908,65.34
60722,2939,51.4
60722,2938,100
60722,2949,73.29
60722,2937,72.82
60722,2959,51.35
60722,2935,65.11
60722,2912,64.98
60722,2251,57.76
60722,2328,41.97
60722,2229,68.49
60722,2327,65.27
60722,2228,60.32
60722,2249,59.05
60722,2325,65.01
60722,2248,0
60722,2225,0
60722,2247,52.28
60722,2323,63.26
60722,2224,59.12
60722,2246,0
60722,2244,55.69
60722,2222,37.81
60722,2243,50.14
60722,2320,63.26
60722,2242,79.3
60722,2241,66.79
60722,2163,58.48
60722,2162,0
60722,2317,64.32
60722,2217,59.26
60722,2216,41.77
60722,2238,71.43
60722,2335,64.05
60722,2214,71.78
60722,2334,57.22
60722,2333,58.63
60722,2376,71.34
60722,2319,49.14
60722,2221,54.76
60722,2692,59.35
60722,2702,53.21
60722,2635,59.13
60722,2634,60.8
60722,2513,74.04
60722,2645,64.44
60722,2644,61.02
60722,2643,59.69
60722,2566,54.07
60722,2576,67.14
60722,2642,0
60722,2565,62.94
60722,2630,44.42
60722,2575,55.59
60722,2641,64.61
60722,2773,48.88
60722,2563,0
60722,2606,78.02
60722,2639,63.26
60722,2637,71.45
60722,2526,59.64
60722,2504,65.27
60722,2522,100
60722,2500,60.16
60722,2456,68.83
60722,2489,68.23
60722,2488,69.72
60722,2520,64.44
60722,2399,0
60722,2387,63.99
60722,2496,54.31
60722,2551,57.09
60722,2297,52.36
60722,2550,57.09
60722,2572,61.11
60722,2494,68.91
60722,2493,72.14
60722,2437,53.57
60722,2447,66.83
60722,2502,71.56
60722,2369,59.35
60722,2501,67.58
60722,2512,57.02
60722,2556,53.57
60722,2511,58.27
60722,2555,63.48
60722,2313,38.86
60722,2499,55.36
60722,2554,52.02
60722,2597,54.29
60722,2552,61.26
60724,2791,61.75
60724,2790,57.93
60724,2603,63.42
60724,2789,61.86
60724,2800,66.44
60724,2822,50.64
60724,2701,37.2
60724,2821,51.98
60724,2820,65.98
60724,2368,53.71
60724,2345,56.97
60724,2365,60.53
60724,2809,55.6
60724,2808,70.6
60724,2829,62.61
60724,2807,57.34
60724,2806,61.32
60724,2828,63.91
60724,2805,65.5
60724,2827,67.06
60724,2804,65.16
60724,2826,64.89
60724,2825,59.28
60724,2847,68.83
60724,2803,62.34
60724,2846,100
60724,2802,60.87
60724,2385,59.06
60724,2340,51.22
60724,2812,100
60724,2339,0
60724,2811,60.17
60724,2833,56.21
60724,2799,59.89
60724,2810,52.09
60724,2433,55.95
60724,2795,55.17
60724,2794,58.61
60724,2818,64.1
60724,2839,74.04
60724,2817,70.31
60724,2718,49.21
60724,2816,63.26
60724,2814,72
60724,2813,47.23
60724,2290,61.46
60724,2210,54.9
60724,2231,52.08
60724,2472,62.52
60724,2593,51.47
60724,2546,65.05
60724,2689,48.89
60724,2688,53.25
60724,2687,59.67
60724,2686,49.48
60724,2685,0
60724,2684,57.17
60724,2208,60.07
60724,2441,100
60724,2683,56.62
60724,2287,61.14
60724,2440,100
60724,2682,58.4
60724,2681,62.78
60724,2680,59.29
60724,2481,70.42
60724,2480,63
60724,2281,63.25
60724,2679,62.52
60724,2479,64.55
60724,2677,66.45
60724,2478,65.81
60724,2676,66.1
60724,2477,62.66
60724,2675,79.74
60724,2176,64.87
60724,2944,55.18
60724,2941,58.05
60724,2940,64.87
60724,2951,54.53
60724,2962,55.69
60724,2950,62.98
60724,2960,51.77
60724,2908,65.34
60724,2939,51.4
60724,2938,100
60724,2949,73.29
60724,2937,72.82
60724,2959,58.86
60724,2935,65.11
60724,2912,64.98
60724,2251,57.76
60724,2328,41.97
60724,2229,68.49
60724,2327,65.27
60724,2228,60.32
60724,2249,59.05
60724,2325,65.01
60724,2248,0
60724,2225,0
60724,2247,52.28
60724,2323,63.26
60724,2224,59.12
60724,2246,0
60724,2244,55.69
60724,2222,37.81
60724,2243,50.14
60724,2320,63.26
60724,2242,79.3
60724,2241,66.79
60724,2163,58.48
60724,2162,0
60724,2317,64.32
60724,2217,59.26
60724,2216,41.77
60724,2238,71.43
60724,2335,64.05
60724,2214,71.78
60724,2334,57.22
60724,2333,58.63
60724,2376,71.34
60724,2319,49.14
60724,2221,54.76
60724,2692,59.35
60724,2702,53.21
60724,2635,59.13
60724,2634,60.8
60724,2513,74.04
60724,2645,64.44
60724,2644,61.02
60724,2643,59.69
60724,2566,54.07
60724,2576,67.14
60724,2642,0
60724,2565,62.94
60724,2630,44.42
60724,2575,55.59
60724,2641,64.61
60724,2773,48.88
60724,2563,0
60724,2606,78.02
60724,2639,63.26
60724,2637,71.45
60724,2526,59.64
60724,2504,65.27
60724,2522,100
60724,2500,60.16
60724,2456,68.83
60724,2489,68.23
60724,2488,69.72
60724,2520,64.44
60724,2399,0
60724,2387,63.99
60724,2496,54.31
60724,2551,57.09
60724,2297,52.36
60724,2550,57.09
60724,2572,61.11
60724,2494,68.91
60724,2493,72.14
60724,2447,66.83
60724,2502,71.56
60724,2369,59.35
60724,2501,67.58
60724,2512,57.02
60724,2556,53.57
60724,2511,58.27
60724,2555,63.48
60724,2313,38.86
60724,2499,55.36
60724,2554,52.02
60724,2597,54.29
60724,2552,61.26
60725,2339,0
60725,2811,100
60725,2799,100
60725,2810,59.03
60725,2798,100
60725,2794,64.31
60725,2805,100
60725,2803,100
60725,2546,67.06
60725,2479,82.2
60725,2478,100
60725,2440,100
60725,2481,74.17
60725,2908,63.61
60725,2327,65.67
60725,2325,100
60725,2334,65.17
60725,2323,100
60725,2333,61.93
60725,2243,100
60725,2251,100
60725,2319,56.42
60725,2337,0
60725,2309,0
60725,2635,100
60725,2634,0
60725,2513,70.58
60725,2645,59.85
60725,2643,56.95
60725,2576,69.58
60725,2642,0
60725,2630,100
60725,2641,100
60725,2773,100
60725,2639,100
60725,2637,0
60725,2526,97.76
60725,2504,100
60725,2456,66.12
60725,2489,100
60725,2488,100
60725,2520,100
60725,2399,0
60725,2387,100
60725,2496,100
60725,2502,100
60725,2369,0
60725,2297,0
60730,2791,59.81
60730,2790,100
60730,2603,65.98
60730,2789,65.85
60730,2800,63.71
60730,2822,57.58
60730,2701,55.1
60730,2821,57.99
60730,2820,100
60730,2368,61.18
60730,2345,61.55
60730,2365,61.25
60730,2809,68.82
60730,2808,68.96
60730,2829,68.12
60730,2807,60.72
60730,2806,0
60730,2828,60.71
60730,2827,100
60730,2805,55.12
60730,2804,62.39
60730,2826,63.28
60730,2825,69.58
60730,2847,72.96
60730,2803,62.11
60730,2846,0
60730,2802,0
60730,2747,44.91
60730,2385,58.88
60730,2340,64
60730,2812,71
60730,2339,0
60730,2811,66.98
60730,2833,69.58
60730,2799,57.71
60730,2810,75.16
60730,2798,59.87
60730,2433,59.71
60730,2795,55.57
60730,2794,59.99
60730,2818,64.11
60730,2839,70.44
60730,2817,65.76
60730,2718,0
60730,2816,78.4
60730,2814,59.25
60730,2813,66.18
60730,2290,66.75
60730,2210,46.07
60730,2231,50.1
60730,2472,59.9
60730,2593,0
60730,2546,65.64
60730,2689,56.64
60730,2688,56.36
60730,2687,60.92
60730,2686,60.37
60730,2685,0
60730,2684,89.49
60730,2208,58.47
60730,2441,0
60730,2683,66.42
60730,2287,57.54
60730,2440,66.08
60730,2682,71.16
60730,2681,63.6
60730,2680,67.2
60730,2481,72.91
60730,2480,63.53
60730,2281,63.12
60730,2679,54.14
60730,2479,66.18
60730,2677,65.73
60730,2478,71.55
60730,2676,63.25
60730,2477,77.51
60730,2675,71.43
60730,2176,49.04
60730,2944,65.21
60730,2964,0
60730,2941,61.18
60730,2951,53.45
60730,2962,51.42
60730,2940,0
60730,2950,66.43
60730,2960,55.19
60730,2908,76.55
60730,2939,47.86
60730,2938,54.28
60730,2949,79
60730,2937,72.82
60730,2959,56.28
60730,2935,57.88
60730,2912,59.18
60730,2251,0
60730,2328,58.93
60730,2229,0
60730,2327,79.85
60730,2228,65.1
60730,2249,85.17
60730,2325,0
60730,2248,0
60730,2225,0
60730,2247,100
60730,2323,78.4
60730,2224,63.25
60730,2246,0
60730,2244,0
60730,2222,34.76
60730,2166,60.29
60730,2320,78.4
60730,2243,57.08
60730,2242,0
60730,2241,63.63
60730,2163,69.77
60730,2162,0
60730,2317,63.94
60730,2217,0
60730,2238,66.15
60730,2216,58.72
60730,2335,0
60730,2214,67.43
60730,2334,60.26
60730,2333,60.94
60730,2376,0
60730,2277,0
60730,2319,58.1
60730,2221,0
60730,2254,0
60730,2265,0
60730,2232,0
60730,2165,0
60730,2264,0
60730,2175,0
60730,2337,0
60730,2303,0
60730,2213,0
60730,2234,0
60730,2233,0
60730,2309,0
60730,2692,51.65
60730,2702,79.74
60730,2635,57.75
60730,2634,52.6
60730,2513,0
60730,2645,68.09
60730,2644,49.68
60730,2643,53.6
60730,2566,55.32
60730,2576,49.76
60730,2642,0
60730,2565,50.29
60730,2630,57.97
60730,2575,59.4
60730,2641,62.91
60730,2773,0
60730,2563,55.66
60730,2606,60.58
60730,2639,78.4
60730,2637,76.01
60730,2504,65.48
60730,2526,70.58
60730,2500,0
60730,2522,76.28
60730,2489,60.73
60730,2456,62.32
60730,2488,61.26
60730,2520,66.86
60730,2399,0
60730,2387,60.74
60730,2496,0
60730,2551,56.51
60730,2297,64.95
60730,2550,56.51
60730,2572,55.5
60730,2494,68.29
60730,2351,40.79
60730,2493,74.17
60730,2503,47.38
60730,2349,0
60730,2447,75.29
60730,2502,72.82
60730,2369,64.87
60730,2501,62.64
60730,2508,42.65
60730,2437,51.45
60730,2512,60.18
60730,2556,56.28
60730,2314,0
60730,2511,47.07
60730,2555,70.43
60730,2313,0
60730,2499,54.11
60730,2554,0
60730,2455,41.59
60730,2553,0
60730,2597,46.58
60730,2552,0
60730,2310,0
60730,2318,0
60733,2791,71.59
60733,2790,100
60733,2603,55.59
60733,2789,77.88
60733,2800,64.17
60733,2822,57.18
60733,2701,52.01
60733,2821,63.64
60733,2820,79.74
60733,2368,52.96
60733,2345,56.66
60733,2365,51.77
60733,2809,70.37
60733,2808,69.58
60733,2829,79.11
60733,2807,66.23
60733,2806,71.69
60733,2828,65.11
60733,2827,100
60733,2805,65.81
60733,2804,72.02
60733,2826,68.08
60733,2825,79.3
60733,2847,77.06
60733,2803,62.24
60733,2846,79.74
60733,2802,72.73
60733,2747,52.8
60733,2385,63.02
60733,2340,58.24
60733,2812,88.29
60733,2339,0
60733,2811,66.98
60733,2833,73.84
60733,2799,66.3
60733,2810,71.43
60733,2798,59.11
60733,2433,73.61
60733,2795,55
60733,2794,66.72
60733,2818,65.81
60733,2839,74.04
60733,2817,69.96
60733,2718,63.01
60733,2816,62.19
60733,2814,70.33
60733,2813,65.55
60733,2290,61.38
60733,2210,59.91
60733,2231,50.91
60733,2472,70.57
60733,2593,42.17
60733,2546,62.64
60733,2689,57.01
60733,2688,55.03
60733,2687,58.26
60733,2686,78.93
60733,2685,0
60733,2684,65.47
60733,2208,55.85
60733,2441,100
60733,2683,60.09
60733,2287,55.53
60733,2440,100
60733,2682,72.91
60733,2681,62.78
60733,2680,67.06
60733,2481,66.42
60733,2480,61.95
60733,2281,58.93
60733,2679,70.52
60733,2479,100
60733,2677,56.6
60733,2478,71.55
60733,2676,67.49
60733,2477,58.96
60733,2675,67.58
60733,2176,64.66
60733,2944,56.34
60733,2964,45.22
60733,2941,66.86
60733,2940,39.55
60733,2951,0
60733,2962,52.91
60733,2950,58.49
60733,2960,53.07
60733,2908,74.04
60733,2939,55.01
60733,2938,100
60733,2949,100
60733,2937,71.56
60733,2959,55.08
60733,2935,62.85
60733,2912,59.63
60733,2251,59.39
60733,2328,58.93
60733,2229,80.85
60733,2327,65.67
60733,2228,67.76
60733,2249,63.08
60733,2325,64.72
60733,2248,0
60733,2225,0
60733,2247,100
60733,2323,62.19
60733,2224,60.47
60733,2246,0
60733,2244,54.3
60733,2222,66.17
60733,2166,54.5
60733,2243,52.42
60733,2320,62.19
60733,2242,72.96
60733,2241,69.4
60733,2163,70.21
60733,2162,0
60733,2317,66.17
60733,2217,59.46
60733,2216,57.74
60733,2238,56.58
60733,2335,63.85
60733,2214,63.53
60733,2334,64.06
60733,2333,66.32
60733,2376,84.96
60733,2277,60.01
60733,2319,54.11
60733,2221,58.14
60733,2254,51.92
60733,2265,54.97
60733,2232,44.13
60733,2165,100
60733,2264,35.53
60733,2175,0
60733,2337,53.28
60733,2303,59.32
60733,2213,52.91
60733,2234,0
60733,2233,63.52
60733,2309,0
60733,2692,72.34
60733,2702,72.6
60733,2635,79.74
60733,2634,57.44
60733,2513,59.08
60733,2645,60.24
60733,2644,66.45
60733,2643,54.34
60733,2566,52.93
60733,2576,57.64
60733,2642,0
60733,2565,59.9
60733,2630,79.74
60733,2575,64.44
60733,2641,49.55
60733,2773,65.84
60733,2563,69.4
60733,2606,59.62
60733,2639,62.19
60733,2637,74.29
60733,2526,57.31
60733,2504,60.05
60733,2522,69.2
60733,2500,55.19
60733,2456,0
60733,2489,63.56
60733,2488,74.31
60733,2520,61.28
60733,2399,0
60733,2387,58.06
60733,2496,66.17
60733,2551,56.23
60733,2572,62.58
60733,2297,64.95
60733,2550,52.26
60733,2351,52.32
60733,2494,62.57
60733,2493,50.68
60733,2349,76.55
60733,2503,66.17
60733,2447,55.5
60733,2502,71.56
60733,2369,57.16
60733,2501,55.47
60733,2508,60.96
60733,2437,60.89
60733,2556,69.02
60733,2314,51.86
60733,2512,51.51
60733,2313,49.93
60733,2511,45.1
60733,2555,60.01
60733,2455,42.69
60733,2499,54.63
60733,2554,54.4
60733,2597,44.66
60733,2553,60.9
60733,2310,56.77
60733,2552,44.86
60733,2318,68.66
60738,2791,64.32
60738,2790,60.82
60738,2603,59.8
60738,2789,63.65
60738,2800,63.1
60738,2822,49.71
60738,2701,42.33
60738,2821,51.34
60738,2820,64.97
60738,2368,60.22
60738,2345,58.32
60738,2365,56.15
60738,2809,63.02
60738,2808,65.92
60738,2829,70.53
60738,2807,57.14
60738,2806,59.42
60738,2828,57.41
60738,2827,67.34
60738,2805,63.91
60738,2804,65.14
60738,2826,62.73
60738,2825,69.31
60738,2847,67.85
60738,2803,60.91
60738,2846,71.43
60738,2802,56.23
60738,2747,100
60738,2385,64.18
60738,2340,56.64
60738,2812,71.34
60738,2339,0
60738,2811,64.35
60738,2833,66.71
60738,2799,100
60738,2810,57.46
60738,2798,48.46
60738,2433,64.89
60738,2795,51.77
60738,2794,62.18
60738,2818,60.63
60738,2839,74.04
60738,2817,68.83
60738,2718,54.74
60738,2816,66.76
60738,2814,59.41
60738,2813,59.59
60738,2290,58.87
60738,2210,53.89
60738,2231,53.27
60738,2472,72.91
60738,2593,51.72
60738,2546,65.05
60738,2689,60.14
60738,2688,59.97
60738,2687,53.88
60738,2686,64.07
60738,2685,0
60738,2684,68.96
60738,2208,56.7
60738,2441,100
60738,2683,64.37
60738,2287,57.28
60738,2440,100
60738,2682,64.06
60738,2681,61.78
60738,2680,63.34
60738,2481,69.31
60738,2480,62.87
60738,2281,64.32
60738,2679,52.2
60738,2479,68.1
60738,2677,65.4
60738,2478,68.82
60738,2676,67.96
60738,2477,69.74
60738,2675,64.53
60738,2176,63.15
60738,2944,61.75
60738,2964,45.93
60738,2941,57.24
60738,2951,50.38
60738,2940,63.52
60738,2962,49.51
60738,2950,52.45
60738,2960,52.31
60738,2908,100
60738,2939,49.61
60738,2938,70.13
60738,2949,66.58
60738,2937,72.82
60738,2959,63.21
60738,2935,65.13
60738,2912,63.02
60738,2251,59.05
60738,2328,40.42
60738,2229,59.08
60738,2327,66.83
60738,2228,56.67
60738,2249,59.52
60738,2325,65.73
60738,2248,0
60738,2225,0
60738,2247,100
60738,2323,66.76
60738,2224,60.89
60738,2246,0
60738,2244,60
60738,2222,32.24
60738,2166,58.67
60738,2243,64.92
60738,2320,66.76
60738,2242,58.95
60738,2241,56
60738,2163,56.85
60738,2162,0
60738,2317,62.6
60738,2217,66.22
60738,2216,72.96
60738,2238,57.83
60738,2335,52.16
60738,2214,60.72
60738,2334,58.03
60738,2333,61.91
60738,2376,76.15
60738,2277,71.27
60738,2319,49.02
60738,2221,61.27
60738,2254,57.23
60738,2265,65.27
60738,2232,49.23
60738,2165,84.58
60738,2264,51.9
60738,2175,0
60738,2337,50.68
60738,2303,57.58
60738,2213,79.74
60738,2234,59.38
60738,2233,61.27
60738,2309,0
60738,2692,48.47
60738,2702,53.17
60738,2635,79.74
60738,2634,62.49
60738,2513,72
60738,2645,62.45
60738,2644,57.14
60738,2643,60.16
60738,2566,46.55
60738,2576,76.78
60738,2642,0
60738,2565,58.76
60738,2630,48.37
60738,2575,65
60738,2641,68.57
60738,2773,48.51
60738,2563,73.61
60738,2606,78.02
60738,2639,66.76
60738,2637,100
60738,2526,70.44
60738,2504,67.06
60738,2522,64.05
60738,2500,55.14
60738,2456,66.58
60738,2489,64.66
60738,2488,69.45
60738,2520,63.13
60738,2399,0
60738,2387,64.37
60738,2496,54.77
60738,2551,60.85
60738,2297,62.3
