case_id,final_score,first_score,average_change
2859,97.38095238,78.80952381,18.57142857
2860,100,91.81818182,8.181818182
2861,98.0952381,87.14285714,10.95238095
2862,100,96.73469388,3.265306122
2863,98.33333333,88.57142857,9.761904762
2864,89.25,60.5,28.75
2865,98.0952381,82.61904762,15.47619048
2866,97.85714286,72.61904762,25.23809524
2867,98.57142857,87.14285714,11.42857143
2868,97.85714286,78.80952381,19.04761905
2869,100,81.50943396,18.49056604
2870,98.0952381,93.33333333,4.761904762
2871,98.7037037,93.33333333,5.37037037
2872,98.57142857,78.0952381,20.47619048
2873,98.0952381,74.28571429,23.80952381
2874,98.95833333,82.70833333,16.25
2875,98.57142857,79.52380952,19.04761905
2876,97.6,90.4,7.2
2877,96.66666667,85.23809524,11.42857143
2878,98.39285714,91.25,7.142857143
2879,99.57446809,87.65957447,11.91489362
2880,93.09090909,80,13.09090909
2881,100,93.03571429,6.964285714
2882,96.66666667,83.33333333,13.33333333
2883,100,88.30188679,11.69811321
2884,100,95,5
2885,100,89.14893617,10.85106383
2886,100,96.22641509,3.773584906
2887,93.09090909,86.54545455,6.545454545
2888,90.21276596,85.95744681,4.255319149
2889,100,92.96296296,7.037037037
2890,89.59808511,84.39723404,5.200851064
2891,100,98.51851852,1.481481481
2892,99.20619048,63.0952381,36.11095238
2893,100,86.76470588,13.23529412
2894,100,70.24390244,29.75609756
2895,100,93.75,6.25
2896,97.43589744,66.15384615,31.28205128
2897,100,90.56603774,9.433962264
2898,100,80.48780488,19.51219512
2899,100,88.27586207,11.72413793
2900,98.04878049,69.75609756,28.29268293
2901,100,92.54385965,7.456140351
2902,98.8,92.8,6
2903,93.75041667,84.72270833,9.027708333
2904,98.04878049,88.7804878,9.268292683
2905,100,92.0754717,7.924528302
2906,100,72.5,27.5
2908,97.23404255,51.4893617,45.74468085
2909,100,91.66666667,8.333333333
2910,95.41666667,87.5,7.916666667
2911,98.26086957,92.60869565,5.652173913
2912,97.91666667,83.33333333,14.58333333
2913,98.88888889,90,8.888888889
2914,93.125,81.25,11.875
2915,97.55102041,78.97959184,18.57142857
2916,97.87234043,82.55319149,15.31914894
2917,98.54166667,91.45833333,7.083333333
2918,98.42105263,85.52631579,12.89473684
2920,100,86,14
2921,94.46808511,85.95744681,8.510638298
2922,93.20754717,85.8490566,7.358490566
2923,99.06976744,92.09302326,6.976744186
2924,100,89.34782609,10.65217391
2925,97.87234043,82.34042553,15.53191489
2926,100,97.87234043,2.127659574
2927,97.82608696,91.30434783,6.52173913
2928,99.16666667,81.04166667,18.125
2929,99.79166667,94.16666667,5.625
2930,98.65314815,91.91907407,6.734074074
2934,100,62.83783784,37.16216216
2935,100,60.86956522,39.13043478
2936,93.88888889,63.33333333,30.55555556
2937,98.72340426,90.63829787,8.085106383
2938,100,74.46808511,25.53191489
2939,100,55,45
2940,97.36842105,72.63157895,24.73684211
2941,97.82608696,62.42217391,35.40391304
2942,99.51219512,40.97560976,58.53658537
2944,100,58.69565217,41.30434783
2945,100,55.48780488,44.51219512
2946,100,56.50414634,43.49585366
2947,98.25581395,92.44186047,5.813953488
2948,96,72,24
2949,96.45382979,53.19148936,43.26234043
2950,98.60465116,73.02325581,25.58139535
2951,97.77777778,57.33333333,40.44444444
2952,98.92857143,87.38095238,11.54761905
2953,88.99377358,54.40283019,34.5909434
2954,92.36111111,59.72222222,32.63888889
2955,97.05882353,49.01970588,48.03911765
2956,98.14805556,68.98194444,29.16611111
2957,95.13513514,74.95486486,20.18027027
2958,96.36363636,80,16.36363636
2959,97.7275,73.86386364,23.86363636
2960,100,63.41463415,36.58536585
2961,99.12289474,53.94763158,45.17526316
2962,96,71.5,24.5
2963,92.36111111,52.08333333,40.27777778
2964,97.36842105,67.32447368,30.04394737
2965,98.6666,76,22.6666
2966,98.75,87.5,11.25
2967,98.03921569,92.64705882,5.392156863
2968,95.42857143,70.28571429,25.14285714
2969,93.27735294,53.36176471,39.91558824
2970,94.7915625,69.7915625,25
2971,95.91836735,70.51020408,25.40816327
2972,91.66666667,55.55555556,36.11111111
2973,95.51288462,91.02576923,4.487115385
2974,98.14805556,81.94444444,16.20361111
2975,100,82.85714286,17.14285714
2976,99.48979592,80.10204082,19.3877551
2977,99.52830189,87.26415094,12.26415094
2978,98.57142857,69.52380952,29.04761905
2979,100,84.76190476,15.23809524
2980,99.21568627,86.2745098,12.94117647
2981,97.71428571,73.14285714,24.57142857
2983,97.87234043,84.68085106,13.19148936
2984,100,78.57142857,21.42857143
2985,100,94.64285714,5.357142857
2986,95.6,83.2,12.4
2987,100,95.16129032,4.838709677
2988,100,92,8
2989,100,93.10344828,6.896551724
2990,100,98.33333333,1.666666667
2991,96.61016949,61.01694915,35.59322034
